From_Category,To_Category,Ratio_of_human_to_shortest
C0049,C0076,2.66
C0049,C0077,1.0
C0049,C0078,1.8
C0049,C0079,1.92
C0049,C0081,1.52
C0049,C0082,2.61
C0049,C0083,1.33
C0049,C0084,1.15
C0049,C0085,1.52
C0049,C0086,1.62
C0049,C0087,1.62
C0049,C0088,1.0
C0049,C0089,1.81
C0049,C0090,2.3
C0049,C0091,2.33
C0049,C0092,1.72
C0049,C0093,1.32
C0049,C0094,1.33
C0049,C0095,2.5
C0049,C0096,2.61
C0049,C0097,1.12
C0049,C0098,1.62
C0049,C0099,1.79
C0049,C0100,1.33
C0049,C0101,1.78
C0049,C0102,2.14
C0049,C0103,1.85
C0049,C0104,1.67
C0049,C0105,1.36
C0049,C0107,1.51
C0049,C0108,1.71
C0049,C0109,1.32
C0049,C0110,2.31
C0049,C0111,1.4
C0049,C0112,2.21
C0049,C0113,2.11
C0049,C0114,1.7
C0049,C0115,2.38
C0049,C0116,1.5
C0049,C0117,1.77
C0049,C0118,1.88
C0049,C0119,1.66
C0049,C0120,1.64
C0049,C0121,2.03
C0049,C0122,1.63
C0049,C0123,1.86
C0049,C0124,1.83
C0049,C0125,2.0
C0049,C0126,1.98
C0049,C0127,3.22
C0049,C0128,1.53
C0049,C0129,1.58
C0049,C0130,1.49
C0049,C0131,2.08
C0049,C0132,1.69
C0049,C0133,2.02
C0049,C0134,1.71
C0049,C0135,1.85
C0049,C0136,1.0
C0049,C0137,1.75
C0049,C0138,2.57
C0049,C0139,1.71
C0049,C0140,1.62
C0049,C0141,1.5
C0049,C0142,1.83
C0049,C0143,2.2
C0049,C0144,1.54
C0049,C0145,1.53
C0049,C0146,1.33
C0050,C0001,1.71
C0050,C0004,1.46
C0050,C0005,1.83
C0050,C0006,3.56
C0050,C0007,2.28
C0050,C0008,1.64
C0050,C0009,2.2
C0050,C0011,1.0
C0050,C0013,1.5
C0050,C0014,1.69
C0050,C0015,1.92
C0050,C0016,1.44
C0050,C0027,1.0
C0050,C0031,1.52
C0050,C0034,4.5
C0050,C0035,1.67
C0050,C0039,2.34
C0050,C0042,1.71
C0050,C0044,1.0
C0050,C0045,1.17
C0050,C0048,4.5
C0050,C0049,1.0
C0050,C0051,2.06
C0050,C0052,1.0
C0050,C0053,1.25
C0050,C0054,1.33
C0050,C0055,1.5
C0050,C0056,1.55
C0050,C0057,2.5
C0050,C0059,1.86
C0050,C0062,1.17
C0050,C0067,2.19
C0050,C0070,2.25
C0050,C0072,2.25
C0050,C0081,1.0
C0050,C0089,1.5
C0050,C0097,1.0
C0050,C0098,4.33
C0050,C0099,1.67
C0050,C0100,1.33
C0050,C0102,2.19
C0050,C0104,1.0
C0050,C0105,1.5
C0050,C0107,1.0
C0050,C0108,1.38
C0050,C0109,1.22
C0050,C0111,1.0
C0050,C0114,2.25
C0050,C0115,2.0
C0050,C0116,2.33
C0050,C0117,1.54
C0050,C0118,1.52
C0050,C0119,1.0
C0050,C0120,1.0
C0050,C0121,2.25
C0050,C0126,2.19
C0050,C0129,1.69
C0050,C0135,1.25
C0050,C0138,1.44
C0050,C0140,1.75
C0050,C0144,1.0
C0051,C0001,1.79
C0051,C0002,1.58
C0051,C0003,1.88
C0051,C0004,2.02
C0051,C0005,1.53
C0051,C0006,1.68
C0051,C0007,1.99
C0051,C0008,1.59
C0051,C0009,1.82
C0051,C0010,1.51
C0051,C0011,1.64
C0051,C0012,1.95
C0051,C0013,1.83
C0051,C0014,1.9
C0051,C0015,1.82
C0051,C0016,1.83
C0051,C0017,1.58
C0051,C0019,2.36
C0051,C0020,2.11
C0051,C0021,1.25
C0051,C0022,1.33
C0051,C0023,2.0
C0051,C0025,1.5
C0051,C0026,1.5
C0051,C0027,2.0
C0051,C0028,1.75
C0051,C0029,1.0
C0051,C0030,1.94
C0051,C0031,2.23
C0051,C0032,1.78
C0051,C0033,1.36
C0051,C0034,2.19
C0051,C0035,1.11
C0051,C0036,1.33
C0051,C0037,3.0
C0051,C0038,1.8
C0051,C0039,1.0
C0051,C0040,1.25
C0051,C0042,2.11
C0051,C0043,5.25
C0051,C0045,1.24
C0051,C0046,1.64
C0051,C0047,1.4
C0051,C0048,2.75
C0051,C0049,1.65
C0051,C0051,1.32
C0051,C0052,1.5
C0051,C0053,1.55
C0051,C0054,1.47
C0051,C0055,1.54
C0051,C0056,1.6
C0051,C0057,2.0
C0051,C0058,1.78
C0051,C0059,1.9
C0051,C0061,1.5
C0051,C0062,1.53
C0051,C0063,1.78
C0051,C0065,1.91
C0051,C0067,1.86
C0051,C0068,1.99
C0051,C0070,1.67
C0051,C0071,1.17
C0051,C0072,1.42
C0051,C0073,1.0
C0051,C0074,1.31
C0051,C0075,1.5
C0051,C0076,2.0
C0051,C0078,1.44
C0051,C0080,2.33
C0051,C0081,1.17
C0051,C0082,1.5
C0051,C0083,2.0
C0051,C0084,1.38
C0051,C0085,1.79
C0051,C0086,1.71
C0051,C0087,1.67
C0051,C0089,2.0
C0051,C0090,1.67
C0051,C0092,1.77
C0051,C0093,1.33
C0051,C0096,1.67
C0051,C0097,3.61
C0051,C0098,1.94
C0051,C0100,3.33
C0051,C0101,1.83
C0051,C0102,2.18
C0051,C0103,1.85
C0051,C0104,1.88
C0051,C0105,1.56
C0051,C0107,1.55
C0051,C0108,2.21
C0051,C0109,1.52
C0051,C0110,1.67
C0051,C0111,1.73
C0051,C0112,2.25
C0051,C0113,2.21
C0051,C0114,1.67
C0051,C0115,1.58
C0051,C0116,1.17
C0051,C0117,1.74
C0051,C0118,1.89
C0051,C0119,1.94
C0051,C0120,1.56
C0051,C0121,1.31
C0051,C0122,1.58
C0051,C0123,1.53
C0051,C0124,1.63
C0051,C0125,2.56
C0051,C0126,1.87
C0051,C0127,2.0
C0051,C0128,1.54
C0051,C0129,1.49
C0051,C0130,1.23
C0051,C0131,1.42
C0051,C0132,2.0
C0051,C0133,2.55
C0051,C0134,1.79
C0051,C0135,1.53
C0051,C0136,1.67
C0051,C0137,1.83
C0051,C0138,2.2
C0051,C0139,1.89
C0051,C0140,1.81
C0051,C0142,1.33
C0051,C0143,2.37
C0051,C0144,1.92
C0051,C0145,1.94
C0051,C0146,2.0
C0052,C0001,1.7
C0052,C0002,1.0
C0052,C0003,1.79
C0052,C0004,1.76
C0052,C0005,1.6
C0052,C0006,1.95
C0052,C0007,1.68
C0052,C0008,1.54
C0052,C0009,1.83
C0052,C0010,1.65
C0052,C0011,2.07
C0052,C0012,1.45
C0052,C0013,2.25
C0052,C0014,1.53
C0052,C0015,1.87
C0052,C0016,1.8
C0052,C0017,1.0
C0052,C0019,1.8
C0052,C0020,1.67
C0052,C0021,1.33
C0052,C0022,1.98
C0052,C0025,1.75
C0052,C0026,1.94
C0052,C0027,1.67
C0052,C0029,1.0
C0052,C0030,2.5
C0052,C0031,1.65
C0052,C0033,1.96
C0052,C0034,1.83
C0052,C0035,2.0
C0052,C0036,3.0
C0052,C0038,1.29
C0052,C0039,2.38
C0052,C0040,1.0
C0052,C0041,1.73
C0052,C0042,1.5
C0052,C0043,1.96
C0052,C0044,1.78
C0052,C0045,1.58
C0052,C0046,1.82
C0052,C0047,1.75
C0052,C0048,1.6
C0052,C0049,1.37
C0052,C0051,1.87
C0052,C0052,1.5
C0052,C0053,1.67
C0052,C0054,1.41
C0052,C0055,1.78
C0052,C0056,1.53
C0052,C0057,1.3
C0052,C0058,1.67
C0052,C0059,1.3
C0052,C0060,1.75
C0052,C0061,1.0
C0052,C0062,1.38
C0052,C0063,1.0
C0052,C0064,1.17
C0052,C0065,2.39
C0052,C0067,2.17
C0052,C0068,1.19
C0052,C0070,1.29
C0052,C0071,1.0
C0052,C0072,1.17
C0052,C0073,2.38
C0052,C0074,1.11
C0052,C0075,1.38
C0052,C0076,1.38
C0052,C0078,3.33
C0052,C0081,1.17
C0052,C0083,2.66
C0052,C0084,2.0
C0052,C0085,2.12
C0052,C0087,2.52
C0052,C0090,1.17
C0052,C0092,1.33
C0052,C0095,2.0
C0052,C0096,1.33
C0052,C0098,1.58
C0052,C0099,1.75
C0052,C0100,1.0
C0052,C0101,1.0
C0052,C0102,1.9
C0052,C0103,1.5
C0052,C0104,1.83
C0052,C0105,1.31
C0052,C0107,1.62
C0052,C0108,1.17
C0052,C0109,1.55
C0052,C0110,1.0
C0052,C0113,1.17
C0052,C0114,2.07
C0052,C0115,1.87
C0052,C0117,1.79
C0052,C0118,1.77
C0052,C0119,1.81
C0052,C0120,1.2
C0052,C0121,1.72
C0052,C0122,1.33
C0052,C0123,1.9
C0052,C0124,1.75
C0052,C0125,3.13
C0052,C0126,1.76
C0052,C0127,1.17
C0052,C0129,1.65
C0052,C0130,1.62
C0052,C0131,2.42
C0052,C0132,2.0
C0052,C0133,1.64
C0052,C0134,1.89
C0052,C0135,1.81
C0052,C0136,1.8
C0052,C0137,1.25
C0052,C0138,1.17
C0052,C0139,1.75
C0052,C0140,2.11
C0052,C0142,1.67
C0052,C0143,1.58
C0052,C0144,2.15
C0052,C0145,2.17
C0052,C0146,1.55
C0053,C0001,1.79
C0053,C0002,2.15
C0053,C0003,2.32
C0053,C0004,2.14
C0053,C0005,1.62
C0053,C0006,1.72
C0053,C0007,1.96
C0053,C0008,1.66
C0053,C0009,1.57
C0053,C0010,1.67
C0053,C0011,1.5
C0053,C0012,1.98
C0053,C0013,1.99
C0053,C0014,1.62
C0053,C0015,1.9
C0053,C0016,2.02
C0053,C0017,2.15
C0053,C0019,2.21
C0053,C0020,3.11
C0053,C0021,1.33
C0053,C0022,3.0
C0053,C0023,2.06
C0053,C0024,2.33
C0053,C0025,1.33
C0053,C0026,1.78
C0053,C0027,5.42
C0053,C0028,2.28
C0053,C0030,1.96
C0053,C0031,1.6
C0053,C0032,1.33
C0053,C0033,1.48
C0053,C0034,1.64
C0053,C0035,2.02
C0053,C0036,2.0
C0053,C0037,2.88
C0053,C0038,1.54
C0053,C0039,2.0
C0053,C0040,2.08
C0053,C0041,2.03
C0053,C0042,2.06
C0053,C0043,2.38
C0053,C0044,2.72
C0053,C0045,1.57
C0053,C0046,1.24
C0053,C0047,1.61
C0053,C0048,2.14
C0053,C0049,1.75
C0053,C0050,1.86
C0053,C0051,2.01
C0053,C0052,1.92
C0053,C0053,1.47
C0053,C0054,1.81
C0053,C0055,1.54
C0053,C0056,1.53
C0053,C0057,1.54
C0053,C0058,1.51
C0053,C0059,1.91
C0053,C0060,1.71
C0053,C0061,2.43
C0053,C0062,1.49
C0053,C0063,1.42
C0053,C0064,2.27
C0053,C0065,1.75
C0053,C0066,1.33
C0053,C0067,1.85
C0053,C0068,1.31
C0053,C0070,1.28
C0053,C0071,1.0
C0053,C0072,1.17
C0053,C0073,1.17
C0053,C0074,1.08
C0053,C0075,1.75
C0053,C0076,1.78
C0053,C0077,1.0
C0053,C0078,1.52
C0053,C0079,1.9
C0053,C0080,1.33
C0053,C0081,1.58
C0053,C0082,1.75
C0053,C0083,1.0
C0053,C0084,1.56
C0053,C0085,1.11
C0053,C0086,1.5
C0053,C0087,1.77
C0053,C0088,1.28
C0053,C0089,2.55
C0053,C0090,1.61
C0053,C0091,1.0
C0053,C0092,1.67
C0053,C0093,1.67
C0053,C0094,1.55
C0053,C0095,1.25
C0053,C0096,1.44
C0053,C0097,1.63
C0053,C0098,1.22
C0053,C0099,1.25
C0053,C0100,1.78
C0053,C0101,1.33
C0053,C0102,2.17
C0053,C0103,1.45
C0053,C0104,1.33
C0053,C0105,1.6
C0053,C0107,1.73
C0053,C0108,1.38
C0053,C0109,1.58
C0053,C0110,1.5
C0053,C0111,1.44
C0053,C0112,1.83
C0053,C0113,2.42
C0053,C0114,1.38
C0053,C0115,1.98
C0053,C0116,1.22
C0053,C0117,2.19
C0053,C0118,1.88
C0053,C0119,1.74
C0053,C0120,1.93
C0053,C0121,2.18
C0053,C0122,1.45
C0053,C0123,1.25
C0053,C0124,1.46
C0053,C0125,1.54
C0053,C0126,2.23
C0053,C0127,1.33
C0053,C0128,1.25
C0053,C0129,1.85
C0053,C0130,1.97
C0053,C0131,1.79
C0053,C0132,2.12
C0053,C0133,2.37
C0053,C0134,2.88
C0053,C0135,2.14
C0053,C0136,2.11
C0053,C0137,2.19
C0053,C0138,1.96
C0053,C0139,1.89
C0053,C0140,1.72
C0053,C0142,2.33
C0053,C0143,1.64
C0053,C0144,1.77
C0053,C0145,1.58
C0053,C0146,1.68
C0054,C0001,1.73
C0054,C0002,1.56
C0054,C0003,1.73
C0054,C0004,1.65
C0054,C0005,1.49
C0054,C0006,2.07
C0054,C0007,1.85
C0054,C0008,1.49
C0054,C0009,1.72
C0054,C0010,1.72
C0054,C0011,1.46
C0054,C0012,1.65
C0054,C0013,1.82
C0054,C0014,1.81
C0054,C0015,1.76
C0054,C0016,1.88
C0054,C0017,1.56
C0054,C0019,1.53
C0054,C0020,1.0
C0054,C0021,1.44
C0054,C0022,1.98
C0054,C0023,1.89
C0054,C0024,1.33
C0054,C0025,2.22
C0054,C0026,1.33
C0054,C0027,1.83
C0054,C0028,2.06
C0054,C0029,1.39
C0054,C0031,1.57
C0054,C0032,1.75
C0054,C0033,2.0
C0054,C0034,2.23
C0054,C0035,1.49
C0054,C0037,1.0
C0054,C0038,2.19
C0054,C0039,2.35
C0054,C0040,1.5
C0054,C0041,1.44
C0054,C0042,2.13
C0054,C0043,2.03
C0054,C0044,2.2
C0054,C0045,1.5
C0054,C0046,1.58
C0054,C0047,1.42
C0054,C0049,1.5
C0054,C0050,1.0
C0054,C0051,1.56
C0054,C0052,1.68
C0054,C0053,1.33
C0054,C0054,1.35
C0054,C0055,1.34
C0054,C0056,1.53
C0054,C0057,1.5
C0054,C0058,2.0
C0054,C0059,1.66
C0054,C0061,1.96
C0054,C0062,1.28
C0054,C0064,1.5
C0054,C0065,1.42
C0054,C0066,2.17
C0054,C0067,1.83
C0054,C0068,1.97
C0054,C0070,1.76
C0054,C0072,1.75
C0054,C0073,1.17
C0054,C0074,1.0
C0054,C0076,1.67
C0054,C0078,1.75
C0054,C0079,1.67
C0054,C0081,1.57
C0054,C0082,1.67
C0054,C0084,1.25
C0054,C0085,1.19
C0054,C0086,1.37
C0054,C0087,1.77
C0054,C0088,2.17
C0054,C0089,1.89
C0054,C0090,1.0
C0054,C0091,2.9
C0054,C0092,1.39
C0054,C0093,1.33
C0054,C0094,1.0
C0054,C0095,1.5
C0054,C0096,1.17
C0054,C0098,1.41
C0054,C0099,1.0
C0054,C0100,1.33
C0054,C0101,1.33
C0054,C0102,1.33
C0054,C0103,1.71
C0054,C0104,1.5
C0054,C0105,1.48
C0054,C0106,1.25
C0054,C0107,1.75
C0054,C0108,1.42
C0054,C0109,2.6
C0054,C0110,1.31
C0054,C0111,1.33
C0054,C0113,1.22
C0054,C0114,1.93
C0054,C0115,2.1
C0054,C0116,1.75
C0054,C0117,1.88
C0054,C0118,1.96
C0054,C0119,1.8
C0054,C0120,1.34
C0054,C0121,1.54
C0054,C0122,1.1
C0054,C0123,1.33
C0054,C0124,2.52
C0054,C0125,1.67
C0054,C0126,1.9
C0054,C0128,1.33
C0054,C0129,1.79
C0054,C0130,1.54
C0054,C0131,1.5
C0054,C0132,1.77
C0054,C0133,2.38
C0054,C0134,1.48
C0054,C0135,1.81
C0054,C0136,2.64
C0054,C0137,1.81
C0054,C0138,1.25
C0054,C0139,2.03
C0054,C0140,1.0
C0054,C0142,1.92
C0054,C0143,2.07
C0054,C0144,1.86
C0054,C0145,1.08
C0054,C0146,1.62
C0055,C0001,1.75
C0055,C0002,2.03
C0055,C0003,2.2
C0055,C0004,1.84
C0055,C0005,1.66
C0055,C0006,1.62
C0055,C0007,2.08
C0055,C0008,1.66
C0055,C0009,1.7
C0055,C0010,1.71
C0055,C0011,1.72
C0055,C0012,1.53
C0055,C0013,1.84
C0055,C0014,1.66
C0055,C0015,1.66
C0055,C0016,1.85
C0055,C0017,2.03
C0055,C0019,3.08
C0055,C0020,1.33
C0055,C0021,1.0
C0055,C0022,2.43
C0055,C0023,2.0
C0055,C0024,1.5
C0055,C0025,2.0
C0055,C0026,1.55
C0055,C0027,1.25
C0055,C0028,1.63
C0055,C0029,3.12
C0055,C0030,2.67
C0055,C0031,1.67
C0055,C0032,1.33
C0055,C0033,1.56
C0055,C0034,1.82
C0055,C0035,1.48
C0055,C0036,1.94
C0055,C0037,12.38
C0055,C0038,1.62
C0055,C0039,1.56
C0055,C0040,1.92
C0055,C0041,2.23
C0055,C0042,2.12
C0055,C0043,2.29
C0055,C0044,2.0
C0055,C0045,1.41
C0055,C0046,1.0
C0055,C0047,1.25
C0055,C0049,1.67
C0055,C0050,1.5
C0055,C0051,1.76
C0055,C0052,2.25
C0055,C0053,1.79
C0055,C0054,1.65
C0055,C0055,1.37
C0055,C0056,1.48
C0055,C0057,1.83
C0055,C0058,1.8
C0055,C0059,1.79
C0055,C0060,1.5
C0055,C0061,1.55
C0055,C0062,1.66
C0055,C0063,1.47
C0055,C0064,2.38
C0055,C0065,1.93
C0055,C0066,1.67
C0055,C0067,1.66
C0055,C0068,1.86
C0055,C0069,2.0
C0055,C0070,1.27
C0055,C0071,1.0
C0055,C0072,1.5
C0055,C0073,1.5
C0055,C0074,1.24
C0055,C0076,1.67
C0055,C0077,1.71
C0055,C0078,1.55
C0055,C0079,1.9
C0055,C0081,1.74
C0055,C0082,1.0
C0055,C0083,1.89
C0055,C0085,1.67
C0055,C0086,1.82
C0055,C0087,1.54
C0055,C0088,1.52
C0055,C0089,2.08
C0055,C0090,1.47
C0055,C0091,1.25
C0055,C0092,1.71
C0055,C0093,1.67
C0055,C0095,2.04
C0055,C0096,1.62
C0055,C0097,1.5
C0055,C0098,1.52
C0055,C0099,1.74
C0055,C0100,2.22
C0055,C0101,1.78
C0055,C0102,1.5
C0055,C0103,2.14
C0055,C0104,1.47
C0055,C0105,1.67
C0055,C0106,2.0
C0055,C0107,1.43
C0055,C0108,1.33
C0055,C0109,1.61
C0055,C0110,1.58
C0055,C0111,1.52
C0055,C0113,1.78
C0055,C0114,1.25
C0055,C0115,1.74
C0055,C0116,1.33
C0055,C0117,1.91
C0055,C0118,1.88
C0055,C0119,1.76
C0055,C0120,1.73
C0055,C0121,1.83
C0055,C0122,1.99
C0055,C0123,1.39
C0055,C0124,1.77
C0055,C0125,1.42
C0055,C0126,1.5
C0055,C0127,1.77
C0055,C0128,2.0
C0055,C0129,1.82
C0055,C0130,1.67
C0055,C0131,2.0
C0055,C0132,1.88
C0055,C0133,1.88
C0055,C0134,1.79
C0055,C0135,1.92
C0055,C0136,1.61
C0055,C0137,2.29
C0055,C0138,1.92
C0055,C0139,1.93
C0055,C0140,1.22
C0055,C0141,1.5
C0055,C0142,1.8
C0055,C0143,1.9
C0055,C0144,1.76
C0055,C0145,1.52
C0055,C0146,1.75
C0056,C0001,1.83
C0056,C0002,1.5
C0056,C0003,1.56
C0056,C0004,1.81
C0056,C0005,1.69
C0056,C0006,1.83
C0056,C0007,2.31
C0056,C0008,1.7
C0056,C0009,1.65
C0056,C0010,2.38
C0056,C0011,1.71
C0056,C0012,1.54
C0056,C0013,1.65
C0056,C0014,1.84
C0056,C0015,1.78
C0056,C0016,1.99
C0056,C0017,1.5
C0056,C0019,1.38
C0056,C0020,1.17
C0056,C0021,2.06
C0056,C0022,1.33
C0056,C0024,1.17
C0056,C0025,1.25
C0056,C0026,2.33
C0056,C0027,1.55
C0056,C0028,1.53
C0056,C0029,1.25
C0056,C0030,2.45
C0056,C0031,1.71
C0056,C0032,2.5
C0056,C0033,1.28
C0056,C0034,1.89
C0056,C0035,1.99
C0056,C0036,1.33
C0056,C0037,3.67
C0056,C0038,1.35
C0056,C0039,1.5
C0056,C0040,1.42
C0056,C0041,1.42
C0056,C0042,3.03
C0056,C0044,1.33
C0056,C0045,2.26
C0056,C0046,2.11
C0056,C0047,1.5
C0056,C0048,2.67
C0056,C0049,1.84
C0056,C0050,3.0
C0056,C0051,2.04
C0056,C0052,2.04
C0056,C0053,1.51
C0056,C0054,1.47
C0056,C0055,1.66
C0056,C0056,1.19
C0056,C0057,2.19
C0056,C0058,1.61
C0056,C0059,1.64
C0056,C0060,1.75
C0056,C0061,2.26
C0056,C0062,1.59
C0056,C0063,1.37
C0056,C0064,1.44
C0056,C0065,1.62
C0056,C0066,1.42
C0056,C0067,1.65
C0056,C0068,1.72
C0056,C0069,1.33
C0056,C0070,1.62
C0056,C0071,1.35
C0056,C0072,2.03
C0056,C0073,1.73
C0056,C0074,1.19
C0056,C0075,2.73
C0056,C0076,2.25
C0056,C0078,2.38
C0056,C0079,2.17
C0056,C0081,1.8
C0056,C0082,1.5
C0056,C0084,1.38
C0056,C0085,2.0
C0056,C0086,1.33
C0056,C0087,1.55
C0056,C0088,1.25
C0056,C0089,1.91
C0056,C0090,1.5
C0056,C0091,1.38
C0056,C0092,1.8
C0056,C0093,1.82
C0056,C0094,1.17
C0056,C0095,2.17
C0056,C0096,1.0
C0056,C0097,1.46
C0056,C0098,1.6
C0056,C0099,2.0
C0056,C0100,2.4
C0056,C0101,1.33
C0056,C0102,1.9
C0056,C0103,2.87
C0056,C0104,1.33
C0056,C0105,1.19
C0056,C0107,1.61
C0056,C0108,1.64
C0056,C0109,1.94
C0056,C0110,3.4
C0056,C0111,1.85
C0056,C0112,1.67
C0056,C0113,1.36
C0056,C0114,1.33
C0056,C0115,1.74
C0056,C0116,1.83
C0056,C0117,2.06
C0056,C0118,1.79
C0056,C0119,2.04
C0056,C0120,1.77
C0056,C0121,2.13
C0056,C0122,1.43
C0056,C0123,1.67
C0056,C0124,1.82
C0056,C0125,1.62
C0056,C0126,1.8
C0056,C0127,1.17
C0056,C0128,1.0
C0056,C0129,1.64
C0056,C0130,1.82
C0056,C0132,1.83
C0056,C0133,2.34
C0056,C0134,2.12
C0056,C0135,1.62
C0056,C0136,2.08
C0056,C0137,2.83
C0056,C0138,1.81
C0056,C0139,1.81
C0056,C0140,1.58
C0056,C0142,2.28
C0056,C0143,1.98
C0056,C0144,2.02
C0056,C0145,1.65
C0056,C0146,2.15
C0057,C0001,1.66
C0057,C0002,2.33
C0057,C0003,1.31
C0057,C0004,1.51
C0057,C0005,1.62
C0057,C0006,2.39
C0057,C0007,2.08
C0057,C0008,1.47
C0057,C0009,1.32
C0057,C0010,1.89
C0057,C0011,1.67
C0057,C0012,1.5
C0057,C0013,1.95
C0057,C0014,1.64
C0057,C0015,2.2
C0057,C0016,1.74
C0057,C0017,2.33
C0057,C0019,1.0
C0057,C0020,1.33
C0057,C0021,1.67
C0057,C0022,1.25
C0057,C0023,1.33
C0057,C0024,1.0
C0057,C0027,1.5
C0057,C0028,1.38
C0057,C0029,1.61
C0057,C0030,1.0
C0057,C0031,1.65
C0057,C0032,1.0
C0057,C0033,2.33
C0057,C0034,2.77
C0057,C0035,2.0
C0057,C0036,1.78
C0057,C0037,1.25
C0057,C0038,2.0
C0057,C0040,2.08
C0057,C0041,1.42
C0057,C0042,2.0
C0057,C0043,2.5
C0057,C0044,5.75
C0057,C0045,1.31
C0057,C0046,1.72
C0057,C0048,2.33
C0057,C0049,1.49
C0057,C0051,1.83
C0057,C0052,1.3
C0057,C0053,1.39
C0057,C0054,1.41
C0057,C0055,1.5
C0057,C0056,1.46
C0057,C0057,1.11
C0057,C0058,1.65
C0057,C0059,1.89
C0057,C0060,2.78
C0057,C0062,1.28
C0057,C0063,1.12
C0057,C0064,1.12
C0057,C0065,1.29
C0057,C0067,1.57
C0057,C0068,1.42
C0057,C0069,1.0
C0057,C0070,1.38
C0057,C0071,1.0
C0057,C0073,1.0
C0057,C0074,1.14
C0057,C0075,1.25
C0057,C0076,2.58
C0057,C0078,1.17
C0057,C0081,1.75
C0057,C0082,1.0
C0057,C0083,1.5
C0057,C0084,1.67
C0057,C0085,1.5
C0057,C0086,1.78
C0057,C0087,1.67
C0057,C0088,2.0
C0057,C0089,2.22
C0057,C0090,2.67
C0057,C0091,2.0
C0057,C0094,1.89
C0057,C0096,1.67
C0057,C0097,1.0
C0057,C0098,1.83
C0057,C0100,4.0
C0057,C0102,1.75
C0057,C0103,1.92
C0057,C0104,1.33
C0057,C0105,1.55
C0057,C0107,1.33
C0057,C0108,1.0
C0057,C0109,1.12
C0057,C0110,1.58
C0057,C0111,2.0
C0057,C0113,2.76
C0057,C0114,1.33
C0057,C0115,1.42
C0057,C0116,1.67
C0057,C0117,1.72
C0057,C0118,1.59
C0057,C0119,1.9
C0057,C0120,1.5
C0057,C0121,1.88
C0057,C0122,1.75
C0057,C0123,1.57
C0057,C0124,1.73
C0057,C0125,2.0
C0057,C0127,1.56
C0057,C0128,1.17
C0057,C0129,1.61
C0057,C0130,2.0
C0057,C0132,1.91
C0057,C0133,2.0
C0057,C0134,1.22
C0057,C0135,1.71
C0057,C0136,1.25
C0057,C0137,1.65
C0057,C0138,1.56
C0057,C0139,1.36
C0057,C0140,2.14
C0057,C0141,1.17
C0057,C0142,1.17
C0057,C0143,2.17
C0057,C0144,2.5
C0057,C0145,1.6
C0057,C0146,1.71
C0058,C0001,1.81
C0058,C0002,1.58
C0058,C0003,1.59
C0058,C0004,1.72
C0058,C0005,1.9
C0058,C0006,1.67
C0058,C0007,1.89
C0058,C0008,1.76
C0058,C0009,1.7
C0058,C0010,2.39
C0058,C0011,1.57
C0058,C0012,1.75
C0058,C0013,1.96
C0058,C0014,1.64
C0058,C0015,1.72
C0058,C0016,1.93
C0058,C0017,1.58
C0058,C0019,1.5
C0058,C0020,1.81
C0058,C0021,1.25
C0058,C0022,1.33
C0058,C0023,1.0
C0058,C0025,1.0
C0058,C0026,2.0
C0058,C0027,4.5
C0058,C0029,1.33
C0058,C0031,1.75
C0058,C0032,2.25
C0058,C0033,1.67
C0058,C0034,1.47
C0058,C0038,1.5
C0058,C0039,2.4
C0058,C0041,2.21
C0058,C0042,1.88
C0058,C0043,1.17
C0058,C0045,1.67
C0058,C0046,1.73
C0058,C0048,1.75
C0058,C0049,1.71
C0058,C0051,2.11
C0058,C0052,2.0
C0058,C0053,1.75
C0058,C0054,1.47
C0058,C0055,1.83
C0058,C0056,1.92
C0058,C0057,1.68
C0058,C0058,1.6
C0058,C0059,1.72
C0058,C0060,1.83
C0058,C0061,2.5
C0058,C0062,1.75
C0058,C0063,1.0
C0058,C0065,1.58
C0058,C0067,2.07
C0058,C0068,1.58
C0058,C0070,1.17
C0058,C0073,1.83
C0058,C0074,1.11
C0058,C0075,2.0
C0058,C0076,1.71
C0058,C0078,2.69
C0058,C0079,4.15
C0058,C0081,1.75
C0058,C0084,1.17
C0058,C0085,1.25
C0058,C0086,2.0
C0058,C0087,4.0
C0058,C0089,1.98
C0058,C0090,1.42
C0058,C0091,2.36
C0058,C0093,1.44
C0058,C0096,1.5
C0058,C0097,1.53
C0058,C0098,1.5
C0058,C0100,1.44
C0058,C0102,2.0
C0058,C0103,1.33
C0058,C0104,1.22
C0058,C0105,1.33
C0058,C0107,1.5
C0058,C0108,1.5
C0058,C0109,1.52
C0058,C0110,3.17
C0058,C0111,1.58
C0058,C0113,2.5
C0058,C0114,1.33
C0058,C0115,1.5
C0058,C0117,2.09
C0058,C0118,1.86
C0058,C0119,1.58
C0058,C0120,2.0
C0058,C0121,2.42
C0058,C0122,1.64
C0058,C0123,2.75
C0058,C0124,1.62
C0058,C0125,2.0
C0058,C0126,1.67
C0058,C0127,2.71
C0058,C0128,1.75
C0058,C0129,2.57
C0058,C0130,1.58
C0058,C0131,4.5
C0058,C0132,1.77
C0058,C0133,2.19
C0058,C0134,2.75
C0058,C0135,1.92
C0058,C0137,1.25
C0058,C0138,1.33
C0058,C0139,2.08
C0058,C0140,1.5
C0058,C0141,1.33
C0058,C0142,1.5
C0058,C0143,1.2
C0058,C0144,1.77
